finishing_pos,circuit_id,driver_id,constructor_id,grid_pos,status,fastest_lap_missing,fastest_lap,fastest_lap_avg_speed
18,albert_park,vettel,red_bull,12,Engine,0,1:37.064,196.682
19,albert_park,hamilton,mercedes,1,Engine,0,1:49.947,173.636
20,albert_park,massa,williams,9,Collision,0,1:40.287,190.361
21,albert_park,kobayashi,caterham,14,Collision,1,300,0
22,albert_park,ricciardo,red_bull,2,Disqualified,1,300,0
1,americas,max_verstappen,red_bull,2,Finished,0,1:39.541,199.383
2,americas,hamilton,mercedes,3,Finished,0,1:39.830,198.805
3,americas,leclerc,ferrari,12,Finished,0,1:39.731,199.003
4,americas,perez,red_bull,9,Finished,0,1:39.563,199.339
5,americas,russell,mercedes,4,Finished,0,1:38.788,200.902
6,americas,norris,mclaren,6,Finished,0,1:41.322,195.878
7,americas,alonso,alpine,14,Finished,0,1:41.538,195.461
8,americas,vettel,aston_martin,10,Finished,0,1:42.546,193.540
9,americas,kevin_magnussen,haas,13,Finished,0,1:42.206,194.184
10,americas,tsunoda,alphatauri,19,Finished,0,1:41.243,196.031
11,americas,ocon,alpine,0,Finished,0,1:42.394,193.827
12,americas,zhou,alfa,18,Finished,0,1:42.471,193.682
13,americas,albon,williams,8,Finished,0,1:41.674,195.200
14,americas,gasly,alphatauri,11,Finished,0,1:42.320,193.967
15,americas,mick_schumacher,haas,16,Finished,0,1:41.804,194.951
16,americas,ricciardo,mclaren,15,Finished,0,1:42.420,193.778
17,americas,latifi,williams,17,Finished,0,1:43.485,191.784
18,americas,stroll,aston_martin,5,Collision,0,1:43.080,192.537
19,americas,bottas,alfa,7,Spun off,0,1:43.391,191.958
20,americas,sainz,ferrari,1,Collision damage,1,300,0
1,bahrain,hamilton,mercedes,3,Finished,0,1:33.528,208.314
2,bahrain,bottas,mercedes,4,Finished,0,1:34.209,206.808
3,bahrain,leclerc,ferrari,1,Finished,0,1:33.411,208.575
4,bahrain,max_verstappen,red_bull,5,Finished,0,1:35.311,204.417
5,bahrain,vettel,ferrari,2,Finished,0,1:34.895,205.313
6,bahrain,norris,mclaren,9,Finished,0,1:35.777,203.422
7,bahrain,raikkonen,alfa,8,Finished,0,1:35.589,203.822
8,bahrain,gasly,red_bull,13,Finished,0,1:35.291,204.460
9,bahrain,albon,toro_rosso,12,Finished,0,1:36.752,201.372
10,bahrain,perez,racing_point,14,Finished,0,1:36.330,202.254
11,bahrain,giovinazzi,alfa,16,Finished,0,1:35.237,204.575
12,bahrain,kvyat,toro_rosso,15,Finished,0,1:34.934,205.228
13,bahrain,kevin_magnussen,haas,6,Finished,0,1:35.892,203.178
14,bahrain,stroll,racing_point,18,Finished,0,1:37.037,200.781
15,bahrain,russell,williams,19,Finished,0,1:37.313,200.211
16,bahrain,kubica,williams,20,Finished,0,1:37.903,199.005
17,bahrain,hulkenberg,renault,17,Engine,0,1:35.215,204.623
18,bahrain,ricciardo,renault,10,Out of fuel,0,1:36.697,201.487
19,bahrain,sainz,mclaren,7,Collision damage,0,1:35.586,203.829
20,bahrain,grosjean,haas,11,Retired,0,1:37.262,200.316
1,istanbul,massa,ferrari,1,Finished,0,1:26.666,221.734
2,istanbul,hamilton,mclaren,3,Finished,0,1:26.529,222.085
3,istanbul,raikkonen,ferrari,4,Finished,0,1:26.506,222.144
4,istanbul,kubica,bmw_sauber,5,Finished,0,1:26.780,221.442
5,istanbul,heidfeld,bmw_sauber,9,Finished,0,1:27.219,220.328
6,istanbul,alonso,renault,7,Finished,0,1:27.280,220.174
7,istanbul,webber,red_bull,6,Finished,0,1:27.630,219.294
8,istanbul,rosberg,williams,11,Finished,0,1:27.795,218.882
9,istanbul,coulthard,red_bull,10,Finished,0,1:27.966,218.457
10,istanbul,trulli,toyota,8,Finished,0,1:27.926,218.556
11,istanbul,button,honda,13,Finished,0,1:27.998,218.377
12,istanbul,kovalainen,mclaren,2,Finished,0,1:27.640,219.269
13,istanbul,glock,toyota,15,Finished,0,1:28.303,217.623
14,istanbul,barrichello,honda,12,Finished,0,1:28.017,218.330
15,istanbul,piquet_jr,renault,17,Finished,0,1:27.867,218.703
16,istanbul,sutil,force_india,19,Finished,0,1:28.780,216.454
17,istanbul,vettel,toro_rosso,14,Finished,0,1:28.180,217.926
18,istanbul,bourdais,toro_rosso,18,Suspension,0,1:28.745,216.539
19,istanbul,nakajima,williams,16,Collision,1,300,0
20,istanbul,fisichella,force_india,20,Collision,1,300,0
1,red_bull_ring,max_verstappen,red_bull,1,Finished,0,1:07.012,231.970
2,red_bull_ring,leclerc,ferrari,2,Finished,0,1:08.820,225.876
3,red_bull_ring,perez,red_bull,15,Finished,0,1:08.111,228.227
4,red_bull_ring,norris,mclaren,4,Finished,0,1:08.739,226.142
5,red_bull_ring,alonso,aston_martin,7,Finished,0,1:09.108,224.934
6,red_bull_ring,sainz,ferrari,3,Finished,0,1:08.880,225.679
7,red_bull_ring,russell,mercedes,11,Finished,0,1:09.283,224.366
8,red_bull_ring,hamilton,mercedes,5,Finished,0,1:09.160,224.765
9,red_bull_ring,stroll,aston_martin,6,Finished,0,1:08.463,227.054
10,red_bull_ring,gasly,alpine,9,Finished,0,1:09.046,225.136
11,red_bull_ring,albon,williams,10,Finished,0,1:09.560,223.473
12,red_bull_ring,zhou,alfa,17,Finished,0,1:09.786,222.749
13,red_bull_ring,sargeant,williams,18,Finished,0,1:09.611,223.309
14,red_bull_ring,ocon,alpine,12,Finished,0,1:09.797,222.714
15,red_bull_ring,bottas,alfa,14,Finished,0,1:09.940,222.259
16,red_bull_ring,piastri,mclaren,13,Finished,0,1:09.862,222.507
17,red_bull_ring,de_vries,alphatauri,0,Finished,0,1:09.852,222.539
18,red_bull_ring,kevin_magnussen,haas,0,Finished,0,1:10.176,221.511
19,red_bull_ring,tsunoda,alphatauri,16,Finished,0,1:09.620,223.280
20,red_bull_ring,hulkenberg,haas,8,Power loss,0,1:11.066,218.737
1,spa,button,mclaren,1,Finished,0,1:54.293,220.611
2,spa,vettel,red_bull,10,Finished,0,1:54.198,220.795
3,spa,raikkonen,lotus_f1,3,Finished,0,1:53.640,221.879
4,spa,hulkenberg,force_india,11,Finished,0,1:53.760,221.645
5,spa,massa,ferrari,14,Finished,0,1:53.464,222.223
6,spa,webber,red_bull,12,Finished,0,1:53.768,221.629
7,spa,michael_schumacher,mercedes,13,Finished,0,1:53.507,222.139
8,spa,vergne,toro_rosso,15,Finished,0,1:53.995,221.188
9,spa,ricciardo,toro_rosso,16,Finished,0,1:54.605,220.011
10,spa,resta,force_india,9,Finished,0,1:54.562,220.093
11,spa,rosberg,mercedes,23,Finished,0,1:53.073,222.992
12,spa,bruno_senna,williams,17,Finished,0,1:52.822,223.488
13,spa,kobayashi,sauber,2,Finished,0,1:55.598,218.121
14,spa,petrov,caterham,19,Finished,0,1:56.741,215.985
15,spa,glock,marussia,20,Finished,0,1:56.956,215.588
16,spa,pic,marussia,22,Finished,0,1:57.939,213.791
17,spa,kovalainen,caterham,18,Finished,0,1:56.475,216.479
18,spa,rosa,hrt,21,Finished,0,1:57.315,214.929
19,spa,karthikeyan,hrt,24,Spun off,0,1:59.113,211.684
20,spa,maldonado,williams,6,Collision,0,2:56.181,143.116
21,spa,perez,sauber,4,Collision,1,300,0
22,spa,alonso,ferrari,5,Collision,1,300,0
23,spa,hamilton,mclaren,7,Collision,1,300,0
24,spa,grosjean,lotus_f1,8,Collision,1,300,0
1,interlagos,massa,ferrari,1,Finished,0,1:13.736,210.377
2,interlagos,alonso,renault,6,Finished,0,1:14.229,208.980
3,interlagos,raikkonen,ferrari,3,Finished,0,1:14.117,209.296
4,interlagos,vettel,toro_rosso,7,Finished,0,1:14.214,209.022
5,interlagos,hamilton,mclaren,4,Finished,0,1:14.159,209.177
6,interlagos,glock,toyota,10,Finished,0,1:14.057,209.465
7,interlagos,kovalainen,mclaren,5,Finished,0,1:14.207,209.042
8,interlagos,trulli,toyota,2,Finished,0,1:14.167,209.155
9,interlagos,webber,red_bull,12,Finished,0,1:15.033,206.741
10,interlagos,heidfeld,bmw_sauber,8,Finished,0,1:14.652,207.796
11,interlagos,kubica,bmw_sauber,13,Finished,0,1:14.375,208.570
12,interlagos,rosberg,williams,18,Finished,0,1:14.934,207.014
13,interlagos,button,honda,17,Finished,0,1:14.759,207.498
14,interlagos,bourdais,toro_rosso,9,Finished,0,1:14.951,206.967
15,interlagos,barrichello,honda,15,Finished,0,1:15.414,205.696
16,interlagos,sutil,force_india,20,Finished,0,1:15.773,204.721
17,interlagos,nakajima,williams,16,Finished,0,1:15.865,204.473
18,interlagos,fisichella,force_india,19,Finished,0,1:15.212,206.249
19,interlagos,piquet_jr,renault,11,Accident,1,300,0
20,interlagos,coulthard,red_bull,14,Collision,1,300,0
1,spa,hamilton,mclaren,2,Finished,0,1:49.069,231.178
2,spa,webber,red_bull,1,Finished,0,1:49.395,230.489
3,spa,kubica,renault,3,Finished,0,1:49.807,229.624
4,spa,massa,ferrari,6,Finished,0,1:50.111,228.990
5,spa,sutil,force_india,8,Finished,0,1:50.477,228.232
6,spa,rosberg,mercedes,14,Finished,0,1:51.688,225.757
7,spa,michael_schumacher,mercedes,21,Finished,0,1:51.914,225.301
8,spa,kobayashi,sauber,17,Finished,0,1:51.749,225.634
9,spa,petrov,renault,23,Finished,0,1:51.175,226.799
10,spa,liuzzi,force_india,12,Finished,0,1:52.267,224.593
11,spa,rosa,sauber,24,Finished,0,1:52.537,224.054
12,spa,buemi,toro_rosso,16,Finished,0,1:52.966,223.203
13,spa,alguersuari,toro_rosso,11,Finished,0,1:51.576,225.984
14,spa,hulkenberg,williams,9,Finished,0,1:51.864,225.402
15,spa,vettel,red_bull,4,Finished,0,1:50.868,227.427
16,spa,kovalainen,lotus_racing,13,Finished,0,1:55.797,217.746
17,spa,grassi,virgin,22,Finished,0,1:55.705,217.919
18,spa,glock,virgin,20,Finished,0,1:55.268,218.745
19,spa,trulli,lotus_racing,15,Finished,0,1:55.103,219.059
20,spa,yamamoto,hrt,19,Finished,0,1:55.484,218.336
21,spa,alonso,ferrari,10,Accident,0,1:51.374,226.393
22,spa,button,mclaren,5,Collision,0,1:52.879,223.375
23,spa,bruno_senna,hrt,18,Retired,0,2:20.201,179.844
24,spa,barrichello,williams,7,Collision,1,300,0
1,baku,perez,red_bull,6,Finished,0,1:44.687,206.432
2,baku,vettel,aston_martin,11,Finished,0,1:44.890,206.032
3,baku,gasly,alphatauri,4,Finished,0,1:45.220,205.386
4,baku,leclerc,ferrari,1,Finished,0,1:45.382,205.071
5,baku,norris,mclaren,9,Finished,0,1:45.326,205.180
6,baku,alonso,alpine,8,Finished,0,1:45.624,204.601
7,baku,tsunoda,alphatauri,7,Finished,0,1:44.939,205.936
8,baku,sainz,ferrari,5,Finished,0,1:45.700,204.454
9,baku,ricciardo,mclaren,13,Finished,0,1:45.713,204.428
10,baku,raikkonen,alfa,14,Finished,0,1:45.601,204.645
11,baku,giovinazzi,alfa,20,Finished,0,1:45.575,204.696
12,baku,bottas,mercedes,10,Finished,0,1:45.665,204.521
13,baku,mick_schumacher,haas,17,Finished,0,1:47.624,200.799
14,baku,mazepin,haas,18,Finished,0,1:47.747,200.569
15,baku,hamilton,mercedes,2,Finished,0,1:44.769,206.270
16,baku,latifi,williams,16,Finished,0,1:46.608,202.712
17,baku,russell,williams,15,Gearbox,0,1:45.959,203.954
18,baku,max_verstappen,red_bull,3,Accident,0,1:44.481,206.839
19,baku,stroll,aston_martin,19,Accident,0,1:46.207,203.478
20,baku,ocon,alpine,12,Turbo,0,1:50.850,194.955
1,sochi,rosberg,mercedes,1,Finished,0,1:39.094,212.452
2,sochi,hamilton,mercedes,10,Finished,0,1:40.266,209.969
3,sochi,raikkonen,ferrari,3,Finished,0,1:40.101,210.315
4,sochi,bottas,williams,2,Finished,0,1:41.159,208.115
5,sochi,massa,williams,4,Finished,0,1:39.743,211.070
6,sochi,alonso,mclaren,14,Finished,0,1:40.347,209.799
7,sochi,kevin_magnussen,renault,17,Finished,0,1:41.832,206.740
8,sochi,grosjean,haas,15,Finished,0,1:42.026,206.347
9,sochi,perez,force_india,6,Finished,0,1:41.897,206.608
10,sochi,button,mclaren,12,Finished,0,1:41.720,206.968
11,sochi,ricciardo,red_bull,5,Finished,0,1:41.179,208.074
12,sochi,sainz,toro_rosso,11,Finished,0,1:42.205,205.986
13,sochi,jolyon_palmer,renault,18,Finished,0,1:42.660,205.073
14,sochi,ericsson,sauber,22,Finished,0,1:42.050,206.298
15,sochi,kvyat,red_bull,8,Finished,0,1:42.344,205.706
16,sochi,nasr,sauber,19,Finished,0,1:42.253,205.889
17,sochi,gutierrez,haas,16,Finished,0,1:42.378,205.637
18,sochi,wehrlein,manor,20,Finished,0,1:41.907,206.588
19,sochi,max_verstappen,toro_rosso,9,Power Unit,0,1:42.029,206.341
20,sochi,vettel,ferrari,7,Collision,1,300,0
21,sochi,hulkenberg,force_india,13,Collision,1,300,0
22,sochi,haryanto,manor,21,Collision,1,300,0
1,bahrain,massa,ferrari,1,Finished,0,1:34.067,207.120
2,bahrain,hamilton,mclaren,2,Finished,0,1:34.270,206.674
3,bahrain,raikkonen,ferrari,3,Finished,0,1:34.357,206.483
4,bahrain,heidfeld,bmw_sauber,5,Finished,0,1:34.470,206.236
5,bahrain,alonso,mclaren,4,Finished,0,1:34.420,206.346
6,bahrain,kubica,bmw_sauber,6,Finished,0,1:34.819,205.477
7,bahrain,trulli,toyota,9,Finished,0,1:35.153,204.756
8,bahrain,fisichella,renault,7,Finished,0,1:35.200,204.655
9,bahrain,kovalainen,renault,12,Finished,0,1:35.475,204.065
10,bahrain,rosberg,williams,10,Finished,0,1:35.556,203.893
11,bahrain,wurz,williams,11,Finished,0,1:35.992,202.966
12,bahrain,ralf_schumacher,toyota,14,Finished,0,1:35.845,203.278
13,bahrain,barrichello,honda,15,Finished,0,1:35.842,203.284
14,bahrain,albers,spyker,22,Finished,0,1:37.184,200.477
15,bahrain,sutil,spyker,20,Finished,0,1:36.772,201.330
16,bahrain,davidson,super_aguri,13,Engine,0,1:36.111,202.715
17,bahrain,webber,red_bull,8,Gearbox,0,1:35.705,203.575
18,bahrain,coulthard,red_bull,21,Driveshaft,0,1:35.384,204.260
19,bahrain,sato,super_aguri,17,Engine,0,1:36.359,202.193
20,bahrain,liuzzi,toro_rosso,18,Hydraulics,0,1:35.723,203.537
21,bahrain,button,honda,16,Collision,1,300,0
22,bahrain,speed,toro_rosso,19,Collision,1,300,0
1,rodriguez,hamilton,mercedes,1,Finished,0,1:22.596,187.592
2,rodriguez,rosberg,mercedes,2,Finished,0,1:22.792,187.148
3,rodriguez,ricciardo,red_bull,4,Finished,0,1:21.134,190.972
4,rodriguez,max_verstappen,red_bull,3,Finished,0,1:22.887,186.934
5,rodriguez,vettel,ferrari,7,Finished,0,1:22.497,187.817
6,rodriguez,raikkonen,ferrari,6,Finished,0,1:22.512,187.783
7,rodriguez,hulkenberg,force_india,5,Finished,0,1:23.288,186.034
8,rodriguez,bottas,williams,8,Finished,0,1:23.540,185.472
9,rodriguez,massa,williams,9,Finished,0,1:23.576,185.392
10,rodriguez,perez,force_india,12,Finished,0,1:23.607,185.324
11,rodriguez,ericsson,sauber,15,Finished,0,1:24.340,183.713
12,rodriguez,button,mclaren,13,Finished,0,1:23.777,184.948
13,rodriguez,alonso,mclaren,11,Finished,0,1:23.668,185.189
14,rodriguez,jolyon_palmer,renault,21,Finished,0,1:24.574,183.205
15,rodriguez,nasr,sauber,19,Finished,0,1:23.657,185.213
16,rodriguez,sainz,toro_rosso,10,Finished,0,1:24.467,183.437
17,rodriguez,kevin_magnussen,renault,14,Finished,0,1:23.146,186.351
18,rodriguez,kvyat,toro_rosso,18,Finished,0,1:23.618,185.299
19,rodriguez,gutierrez,haas,17,Finished,0,1:23.456,185.659
20,rodriguez,grosjean,haas,22,Finished,0,1:23.278,186.056
21,rodriguez,ocon,manor,20,Finished,0,1:24.964,182.364
22,rodriguez,wehrlein,manor,16,Collision,1,300,0
1,albert_park,vettel,red_bull,1,Finished,0,1:29.844,212.488
2,albert_park,hamilton,mclaren,2,Finished,0,1:30.314,211.382
3,albert_park,petrov,renault,6,Finished,0,1:30.064,211.969
4,albert_park,alonso,ferrari,5,Finished,0,1:29.487,213.336
5,albert_park,webber,red_bull,3,Finished,0,1:29.600,213.066
6,albert_park,button,mclaren,4,Finished,0,1:29.883,212.396
7,albert_park,massa,ferrari,8,Finished,0,1:28.947,214.631
8,albert_park,buemi,toro_rosso,10,Finished,0,1:30.836,210.167
9,albert_park,sutil,force_india,16,Finished,0,1:31.526,208.583
10,albert_park,resta,force_india,14,Finished,0,1:31.941,207.641
11,albert_park,alguersuari,toro_rosso,12,Finished,0,1:30.467,211.025
12,albert_park,heidfeld,renault,18,Finished,0,1:32.377,206.661
13,albert_park,trulli,lotus_racing,20,Finished,0,1:32.550,206.275
14,albert_park,ambrosio,virgin,22,Finished,0,1:34.523,201.969
15,albert_park,glock,virgin,21,Finished,0,1:35.789,199.300
16,albert_park,barrichello,williams,17,Transmission,0,1:31.404,208.861
17,albert_park,rosberg,mercedes,7,Collision,0,1:33.503,204.173
18,albert_park,kovalainen,lotus_racing,19,Water leak,0,1:34.918,201.129
19,albert_park,michael_schumacher,mercedes,11,Collision,0,1:35.319,200.283
20,albert_park,maldonado,williams,15,Transmission,0,1:34.102,202.873
21,albert_park,kobayashi,sauber,9,Disqualified,0,1:30.384,211.218
22,albert_park,perez,sauber,13,Disqualified,0,1:29.962,212.209
23,albert_park,liuzzi,hrt,0,Did not qualify,1,300,0
24,albert_park,karthikeyan,hrt,0,Did not qualify,1,300,0
1,baku,max_verstappen,red_bull,3,Finished,0,1:46.050,203.779
2,baku,perez,red_bull,2,Finished,0,1:46.046,203.787
3,baku,russell,mercedes,5,Finished,0,1:47.177,201.636
4,baku,hamilton,mercedes,7,Finished,0,1:47.044,201.887
5,baku,gasly,alphatauri,6,Finished,0,1:48.519,199.143
6,baku,vettel,aston_martin,9,Finished,0,1:48.206,199.719
7,baku,alonso,alpine,10,Finished,0,1:47.989,200.120
8,baku,ricciardo,mclaren,12,Finished,0,1:48.276,199.589
9,baku,norris,mclaren,11,Finished,0,1:47.997,200.105
10,baku,ocon,alpine,13,Finished,0,1:48.297,199.551
11,baku,bottas,alfa,15,Finished,0,1:48.179,199.768
12,baku,albon,williams,17,Finished,0,1:47.966,200.163
13,baku,tsunoda,alphatauri,8,Finished,0,1:47.523,200.987
14,baku,mick_schumacher,haas,20,Finished,0,1:48.410,199.343
15,baku,latifi,williams,18,Finished,0,1:49.583,197.209
16,baku,stroll,aston_martin,19,Vibrations,0,1:48.038,200.029
17,baku,kevin_magnussen,haas,16,Power Unit,0,1:48.789,198.648
18,baku,zhou,alfa,14,Hydraulics,0,1:48.723,198.769
19,baku,leclerc,ferrari,1,Power Unit,0,1:47.531,200.972
20,baku,sainz,ferrari,4,Hydraulics,0,1:48.978,198.304
1,bahrain,button,brawn,4,Finished,0,1:34.588,205.979
2,bahrain,vettel,red_bull,3,Finished,0,1:34.756,205.614
3,bahrain,trulli,toyota,1,Finished,0,1:34.556,206.049
4,bahrain,hamilton,mclaren,5,Finished,0,1:34.915,205.269
5,bahrain,barrichello,brawn,6,Finished,0,1:34.901,205.300
6,bahrain,raikkonen,ferrari,10,Finished,0,1:35.498,204.016
7,bahrain,glock,toyota,2,Finished,0,1:34.574,206.010
8,bahrain,alonso,renault,7,Finished,0,1:35.722,203.539
9,bahrain,rosberg,williams,9,Finished,0,1:35.816,203.339
10,bahrain,piquet_jr,renault,15,Finished,0,1:35.441,204.138
11,bahrain,webber,red_bull,18,Finished,0,1:35.165,204.730
12,bahrain,kovalainen,mclaren,11,Finished,0,1:35.520,203.969
13,bahrain,bourdais,toro_rosso,20,Finished,0,1:35.410,204.205
14,bahrain,massa,ferrari,8,Finished,0,1:35.065,204.946
15,bahrain,fisichella,force_india,17,Finished,0,1:36.376,202.158
16,bahrain,sutil,force_india,19,Finished,0,1:36.219,202.488
17,bahrain,buemi,toro_rosso,16,Finished,0,1:36.473,201.954
18,bahrain,kubica,bmw_sauber,13,Finished,0,1:35.706,203.573
19,bahrain,heidfeld,bmw_sauber,14,Finished,0,1:35.924,203.110
20,bahrain,nakajima,williams,12,Oil pressure,0,1:36.153,202.627
1,shanghai,ricciardo,red_bull,6,Finished,0,1:35.785,204.871
2,shanghai,bottas,mercedes,3,Finished,0,1:36.987,202.332
3,shanghai,raikkonen,ferrari,2,Finished,0,1:36.456,203.446
4,shanghai,hamilton,mercedes,4,Finished,0,1:36.878,202.559
5,shanghai,max_verstappen,red_bull,5,Finished,0,1:36.206,203.974
6,shanghai,hulkenberg,renault,7,Finished,0,1:36.881,202.553
7,shanghai,alonso,mclaren,13,Finished,0,1:37.234,201.818
8,shanghai,vettel,ferrari,1,Finished,0,1:37.479,201.311
9,shanghai,sainz,renault,9,Finished,0,1:37.754,200.744
10,shanghai,kevin_magnussen,haas,11,Finished,0,1:38.152,199.930
11,shanghai,ocon,force_india,12,Finished,0,1:37.985,200.271
12,shanghai,perez,force_india,8,Finished,0,1:37.673,200.911
13,shanghai,vandoorne,mclaren,14,Finished,0,1:38.137,199.961
14,shanghai,stroll,williams,18,Finished,0,1:38.500,199.224
15,shanghai,sirotkin,williams,16,Finished,0,1:38.624,198.973
16,shanghai,ericsson,sauber,20,Finished,0,1:38.386,199.455
17,shanghai,grosjean,haas,10,Finished,0,1:37.410,201.453
18,shanghai,gasly,toro_rosso,17,Finished,0,1:38.367,199.493
19,shanghai,leclerc,sauber,19,Finished,0,1:38.808,198.603
20,shanghai,brendon_hartley,toro_rosso,15,Collision damage,0,1:39.376,197.468
1,yeongam,vettel,red_bull,1,Finished,0,1:41.380,199.388
2,yeongam,raikkonen,lotus_f1,9,Finished,0,1:41.975,198.225
3,yeongam,grosjean,lotus_f1,3,Finished,0,1:41.936,198.300
4,yeongam,hulkenberg,sauber,7,Finished,0,1:42.608,197.002
5,yeongam,hamilton,mercedes,2,Finished,0,1:42.539,197.134
6,yeongam,alonso,ferrari,5,Finished,0,1:42.709,196.808
7,yeongam,rosberg,mercedes,4,Finished,0,1:42.471,197.265
8,yeongam,button,mclaren,11,Finished,0,1:43.073,196.113
9,yeongam,massa,ferrari,6,Finished,0,1:42.954,196.340
10,yeongam,perez,mclaren,10,Finished,0,1:42.973,196.303
11,yeongam,gutierrez,sauber,8,Finished,0,1:42.744,196.741
12,yeongam,bottas,williams,17,Finished,0,1:43.869,194.610
13,yeongam,maldonado,williams,18,Finished,0,1:44.136,194.111
14,yeongam,pic,caterham,19,Finished,0,1:44.477,193.477
15,yeongam,garde,caterham,20,Finished,0,1:44.375,193.667
16,yeongam,jules_bianchi,marussia,22,Finished,0,1:44.991,192.530
17,yeongam,chilton,marussia,21,Finished,0,1:45.408,191.769
18,yeongam,vergne,toro_rosso,16,Finished,0,1:44.090,194.197
19,yeongam,ricciardo,toro_rosso,12,Finished,0,1:42.947,196.353
20,yeongam,sutil,force_india,14,Collision,0,1:44.095,194.188
21,yeongam,webber,red_bull,13,Collision,0,1:43.863,194.621
22,yeongam,resta,force_india,15,Spun off,0,1:46.411,189.961
1,hungaroring,piastri,mclaren,2,Finished,0,1:21.716,193.005
2,hungaroring,norris,mclaren,1,Finished,0,1:21.712,193.014
3,hungaroring,hamilton,mercedes,5,Finished,0,1:22.153,191.978
4,hungaroring,leclerc,ferrari,6,Finished,0,1:22.182,191.910
5,hungaroring,max_verstappen,red_bull,3,Finished,0,1:20.908,194.932
6,hungaroring,sainz,ferrari,4,Finished,0,1:21.441,193.656
7,hungaroring,perez,red_bull,16,Finished,0,1:21.096,194.480
8,hungaroring,russell,mercedes,17,Finished,0,1:20.305,196.396
9,hungaroring,tsunoda,rb,10,Finished,0,1:23.533,188.806
10,hungaroring,stroll,aston_martin,8,Finished,0,1:22.338,191.547
11,hungaroring,alonso,aston_martin,7,Finished,0,1:23.063,189.875
12,hungaroring,ricciardo,rb,9,Finished,0,1:22.640,190.847
13,hungaroring,hulkenberg,haas,11,Finished,0,1:23.461,188.969
14,hungaroring,albon,williams,13,Finished,0,1:23.930,187.913
15,hungaroring,kevin_magnussen,haas,15,Finished,0,1:23.553,188.761
16,hungaroring,bottas,sauber,12,Finished,0,1:22.792,190.496
17,hungaroring,sargeant,williams,14,Finished,0,1:20.561,195.772
18,hungaroring,ocon,alpine,19,Finished,0,1:21.610,193.255
19,hungaroring,zhou,sauber,18,Finished,0,1:23.487,188.910
20,hungaroring,gasly,alpine,0,Hydraulics,0,1:23.340,189.244
1,interlagos,rosberg,mercedes,1,Finished,0,1:13.619,210.711
2,interlagos,hamilton,mercedes,2,Finished,0,1:13.555,210.895
3,interlagos,massa,williams,3,Finished,0,1:14.101,209.341
4,interlagos,button,mclaren,5,Finished,0,1:13.999,209.629
5,interlagos,vettel,red_bull,6,Finished,0,1:14.018,209.576
6,interlagos,alonso,ferrari,8,Finished,0,1:14.313,208.744
7,interlagos,raikkonen,ferrari,10,Finished,0,1:14.963,206.934
8,interlagos,hulkenberg,force_india,12,Finished,0,1:13.728,210.400
9,interlagos,kevin_magnussen,mclaren,7,Finished,0,1:14.544,208.097
10,interlagos,bottas,williams,4,Finished,0,1:14.229,208.980
11,interlagos,kvyat,toro_rosso,17,Finished,0,1:14.144,209.219
12,interlagos,maldonado,lotus_f1,16,Finished,0,1:14.810,207.357
13,interlagos,vergne,toro_rosso,15,Finished,0,1:14.774,207.457
14,interlagos,gutierrez,sauber,11,Finished,0,1:14.875,207.177
15,interlagos,perez,force_india,18,Finished,0,1:14.550,208.080
16,interlagos,sutil,sauber,13,Finished,0,1:14.834,207.290
17,interlagos,grosjean,lotus_f1,14,Finished,0,1:14.070,209.428
18,interlagos,ricciardo,red_bull,9,Suspension,0,1:15.387,205.770
1,suzuka,button,mclaren,2,Finished,0,1:36.568,216.481
2,suzuka,alonso,ferrari,5,Finished,0,1:36.682,216.226
3,suzuka,vettel,red_bull,1,Finished,0,1:36.916,215.704
4,suzuka,webber,red_bull,6,Finished,0,1:36.828,215.900
5,suzuka,hamilton,mclaren,3,Finished,0,1:37.645,214.093
6,suzuka,michael_schumacher,mercedes,8,Finished,0,1:37.916,213.501
7,suzuka,massa,ferrari,4,Finished,0,1:37.800,213.754
8,suzuka,perez,sauber,17,Finished,0,1:36.569,216.479
9,suzuka,petrov,renault,10,Finished,0,1:37.053,215.399
10,suzuka,rosberg,mercedes,23,Finished,0,1:36.614,216.378
11,suzuka,sutil,force_india,11,Finished,0,1:38.133,213.029
12,suzuka,resta,force_india,12,Finished,0,1:37.970,213.383
13,suzuka,kobayashi,sauber,7,Finished,0,1:39.724,209.630
14,suzuka,maldonado,williams,14,Finished,0,1:37.645,214.093
15,suzuka,alguersuari,toro_rosso,16,Finished,0,1:37.411,214.608
16,suzuka,bruno_senna,renault,9,Finished,0,1:38.407,212.436
17,suzuka,barrichello,williams,13,Finished,0,1:39.080,210.993
18,suzuka,kovalainen,lotus_racing,18,Finished,0,1:39.297,210.532
19,suzuka,trulli,lotus_racing,19,Finished,0,1:39.561,209.973
20,suzuka,glock,virgin,21,Finished,0,1:41.704,205.549
21,suzuka,ambrosio,virgin,20,Finished,0,1:41.794,205.367
22,suzuka,ricciardo,hrt,22,Finished,0,1:41.437,206.090
23,suzuka,liuzzi,hrt,24,Finished,0,1:42.409,204.134
24,suzuka,buemi,toro_rosso,15,Wheel,0,1:42.107,204.738
1,sepang,fisichella,renault,1,Finished,0,1:35.294,209.402
2,sepang,alonso,renault,7,Finished,0,1:34.803,210.487
3,sepang,button,honda,2,Finished,0,1:35.604,208.723
4,sepang,montoya,mclaren,5,Finished,0,1:35.566,208.806
