finishing_pos,circuit_id,driver_id,constructor_id,grid_pos,status,fastest_lap_missing,fastest_lap,fastest_lap_avg_speed
3,catalunya,webber,red_bull,5,Finished,0,1:23.112,201.631
4,catalunya,vettel,red_bull,2,Finished,0,1:23.090,201.684
5,catalunya,alonso,renault,8,Finished,0,1:23.420,200.887
6,catalunya,massa,ferrari,4,Finished,0,1:23.089,201.687
7,catalunya,heidfeld,bmw_sauber,13,Finished,0,1:23.878,199.790
8,catalunya,rosberg,williams,9,Finished,0,1:23.621,200.404
9,catalunya,hamilton,mclaren,14,Finished,0,1:23.839,199.883
10,catalunya,glock,toyota,6,Finished,0,1:24.134,199.182
11,catalunya,kubica,bmw_sauber,10,Finished,0,1:24.078,199.314
12,catalunya,piquet_jr,renault,12,Finished,0,1:24.286,198.823
13,catalunya,nakajima,williams,11,Finished,0,1:24.155,199.132
14,catalunya,fisichella,force_india,20,Finished,0,1:23.796,199.985
15,catalunya,raikkonen,ferrari,16,Hydraulics,0,1:24.490,198.342
16,catalunya,kovalainen,mclaren,18,Gearbox,0,1:28.719,188.888
17,catalunya,trulli,toyota,7,Collision,1,300,0
18,catalunya,buemi,toro_rosso,15,Collision,1,300,0
19,catalunya,bourdais,toro_rosso,17,Collision,1,300,0
20,catalunya,sutil,force_india,19,Collision,1,300,0
1,suzuka,vettel,red_bull,2,Finished,0,1:35.317,219.322
2,suzuka,webber,red_bull,1,Finished,0,1:34.587,221.015
3,suzuka,grosjean,lotus_f1,4,Finished,0,1:35.991,217.782
4,suzuka,alonso,ferrari,8,Finished,0,1:35.877,218.041
5,suzuka,raikkonen,lotus_f1,9,Finished,0,1:35.516,218.865
6,suzuka,hulkenberg,sauber,7,Finished,0,1:36.482,216.674
7,suzuka,gutierrez,sauber,14,Finished,0,1:36.499,216.636
8,suzuka,rosberg,mercedes,6,Finished,0,1:34.650,220.868
9,suzuka,button,mclaren,10,Finished,0,1:35.549,218.790
10,suzuka,massa,ferrari,5,Finished,0,1:37.001,215.515
11,suzuka,resta,force_india,12,Finished,0,1:37.407,214.617
12,suzuka,vergne,toro_rosso,17,Finished,0,1:35.895,218.000
13,suzuka,ricciardo,toro_rosso,16,Finished,0,1:35.020,220.008
14,suzuka,sutil,force_india,22,Finished,0,1:37.367,214.705
15,suzuka,perez,mclaren,11,Finished,0,1:35.845,218.114
16,suzuka,maldonado,williams,15,Finished,0,1:37.423,214.581
17,suzuka,bottas,williams,13,Finished,0,1:37.856,213.632
18,suzuka,pic,caterham,20,Finished,0,1:37.489,214.436
19,suzuka,chilton,marussia,18,Finished,0,1:38.713,211.777
20,suzuka,hamilton,mercedes,3,Puncture,0,1:41.202,206.569
21,suzuka,garde,caterham,19,Accident,1,300,0
22,suzuka,jules_bianchi,marussia,21,Accident,1,300,0
1,istanbul,hamilton,mercedes,6,Finished,0,1:39.413,193.302
2,istanbul,perez,racing_point,3,Finished,0,1:40.392,191.417
3,istanbul,vettel,ferrari,11,Finished,0,1:39.662,192.819
4,istanbul,leclerc,ferrari,12,Finished,0,1:39.961,192.242
5,istanbul,sainz,mclaren,15,Finished,0,1:38.754,194.592
6,istanbul,max_verstappen,red_bull,2,Finished,0,1:38.431,195.231
7,istanbul,albon,red_bull,4,Finished,0,1:39.099,193.915
8,istanbul,norris,mclaren,14,Finished,0,1:36.806,198.508
9,istanbul,stroll,racing_point,1,Finished,0,1:39.921,192.319
10,istanbul,ricciardo,renault,5,Finished,0,1:40.677,190.875
11,istanbul,ocon,renault,7,Finished,0,1:41.006,190.254
12,istanbul,kvyat,alphatauri,16,Finished,0,1:41.019,190.229
13,istanbul,gasly,alphatauri,19,Finished,0,1:39.586,192.966
14,istanbul,bottas,mercedes,9,Finished,0,1:38.193,195.704
15,istanbul,raikkonen,alfa,8,Finished,0,1:39.743,192.663
16,istanbul,russell,williams,0,Finished,0,1:40.814,190.616
17,istanbul,kevin_magnussen,haas,13,Withdrew,0,1:40.948,190.363
18,istanbul,grosjean,haas,17,Collision damage,0,1:43.281,186.063
19,istanbul,latifi,williams,0,Collision damage,0,1:43.495,185.678
20,istanbul,giovinazzi,alfa,10,Gearbox,0,1:51.122,172.934
1,baku,rosberg,mercedes,1,Finished,0,1:46.485,202.946
2,baku,vettel,ferrari,3,Finished,0,1:47.028,201.917
3,baku,perez,force_india,7,Finished,0,1:46.990,201.988
4,baku,raikkonen,ferrari,4,Finished,0,1:47.181,201.629
5,baku,hamilton,mercedes,10,Finished,0,1:46.822,202.306
6,baku,bottas,williams,8,Finished,0,1:47.604,200.836
7,baku,ricciardo,red_bull,2,Finished,0,1:47.736,200.590
8,baku,max_verstappen,red_bull,9,Finished,0,1:46.973,202.021
9,baku,hulkenberg,force_india,12,Finished,0,1:48.012,200.077
10,baku,massa,williams,5,Finished,0,1:47.761,200.543
11,baku,button,mclaren,19,Finished,0,1:47.622,200.802
12,baku,nasr,sauber,15,Finished,0,1:47.708,200.642
13,baku,grosjean,haas,11,Finished,0,1:47.943,200.205
14,baku,kevin_magnussen,renault,22,Finished,0,1:49.282,197.752
15,baku,jolyon_palmer,renault,21,Finished,0,1:47.583,200.875
16,baku,gutierrez,haas,14,Finished,0,1:47.563,200.912
17,baku,ericsson,sauber,20,Finished,0,1:48.898,198.449
18,baku,haryanto,manor,16,Finished,0,1:51.365,194.053
19,baku,alonso,mclaren,13,Gearbox,0,1:49.101,198.080
20,baku,wehrlein,manor,17,Brakes,0,1:50.571,195.447
21,baku,sainz,toro_rosso,18,Suspension,0,1:48.804,198.621
22,baku,kvyat,toro_rosso,6,Suspension,0,1:53.167,190.963
1,shanghai,rosberg,mercedes,1,Finished,0,1:40.967,194.356
2,shanghai,button,mclaren,5,Finished,0,1:40.422,195.411
3,shanghai,hamilton,mclaren,7,Finished,0,1:40.530,195.201
4,shanghai,webber,red_bull,6,Finished,0,1:40.490,195.279
5,shanghai,vettel,red_bull,11,Finished,0,1:40.601,195.063
6,shanghai,grosjean,lotus_f1,10,Finished,0,1:41.120,194.062
7,shanghai,bruno_senna,williams,14,Finished,0,1:41.293,193.731
8,shanghai,maldonado,williams,13,Finished,0,1:40.482,195.294
9,shanghai,alonso,ferrari,9,Finished,0,1:41.152,194.001
10,shanghai,kobayashi,sauber,3,Finished,0,1:39.960,196.314
11,shanghai,perez,sauber,8,Finished,0,1:41.071,194.156
12,shanghai,resta,force_india,15,Finished,0,1:41.498,193.339
13,shanghai,massa,ferrari,12,Finished,0,1:41.240,193.832
14,shanghai,raikkonen,lotus_f1,4,Finished,0,1:41.794,192.777
15,shanghai,hulkenberg,force_india,16,Finished,0,1:40.977,194.337
16,shanghai,vergne,toro_rosso,24,Finished,0,1:40.019,196.198
17,shanghai,ricciardo,toro_rosso,17,Finished,0,1:41.251,193.811
18,shanghai,petrov,caterham,19,Finished,0,1:42.385,191.664
19,shanghai,glock,marussia,20,Finished,0,1:42.748,190.987
20,shanghai,pic,marussia,21,Finished,0,1:42.621,191.224
21,shanghai,rosa,hrt,22,Finished,0,1:43.610,189.398
22,shanghai,karthikeyan,hrt,23,Finished,0,1:43.935,188.806
23,shanghai,kovalainen,caterham,18,Finished,0,1:41.190,193.928
24,shanghai,michael_schumacher,mercedes,2,Wheel nut,0,1:44.109,188.490
1,monza,hamilton,mercedes,1,Finished,0,1:26.672,240.617
2,monza,vettel,ferrari,3,Finished,0,1:27.376,238.678
3,monza,massa,williams,5,Finished,0,1:27.874,237.326
4,monza,bottas,williams,6,Finished,0,1:27.525,238.272
5,monza,raikkonen,ferrari,2,Finished,0,1:27.584,238.111
6,monza,perez,force_india,7,Finished,0,1:28.140,236.609
7,monza,hulkenberg,force_india,9,Finished,0,1:28.913,234.552
8,monza,ricciardo,red_bull,19,Finished,0,1:28.065,236.811
9,monza,ericsson,sauber,12,Finished,0,1:28.516,235.604
10,monza,kvyat,red_bull,18,Finished,0,1:28.231,236.365
11,monza,sainz,toro_rosso,17,Finished,0,1:27.510,238.313
12,monza,max_verstappen,toro_rosso,20,Finished,0,1:27.390,238.640
13,monza,nasr,sauber,17,Finished,0,1:28.653,235.240
14,monza,button,mclaren,15,Finished,0,1:29.766,232.324
15,monza,stevens,manor,13,Finished,0,1:31.098,228.927
16,monza,merhi,manor,14,Finished,0,1:31.311,228.393
17,monza,rosberg,mercedes,4,Finished,0,1:27.067,239.525
18,monza,alonso,mclaren,16,Finished,0,1:29.285,233.575
19,monza,grosjean,lotus_f1,8,Collision damage,1,300,0
20,monza,maldonado,lotus_f1,10,Collision damage,1,300,0
1,suzuka,bottas,mercedes,3,Finished,0,1:31.862,227.571
2,suzuka,vettel,ferrari,1,Finished,0,1:32.122,226.929
3,suzuka,hamilton,mercedes,4,Finished,0,1:30.983,229.770
4,suzuka,albon,red_bull,6,Finished,0,1:32.775,225.332
5,suzuka,sainz,mclaren,7,Finished,0,1:33.563,223.434
6,suzuka,leclerc,ferrari,2,Finished,0,1:31.611,228.195
7,suzuka,gasly,toro_rosso,9,Finished,0,1:35.321,219.313
8,suzuka,perez,racing_point,17,Finished,0,1:32.621,225.706
9,suzuka,stroll,racing_point,12,Finished,0,1:34.713,220.721
10,suzuka,kvyat,toro_rosso,14,Finished,0,1:33.239,224.210
11,suzuka,norris,mclaren,8,Finished,0,1:34.116,222.121
12,suzuka,raikkonen,alfa,13,Finished,0,1:33.190,224.328
13,suzuka,grosjean,haas,10,Finished,0,1:34.988,220.082
14,suzuka,giovinazzi,alfa,11,Finished,0,1:32.369,226.322
15,suzuka,kevin_magnussen,haas,19,Finished,0,1:31.732,227.894
16,suzuka,russell,williams,18,Finished,0,1:35.458,218.998
17,suzuka,kubica,williams,0,Finished,0,1:36.332,217.012
18,suzuka,max_verstappen,red_bull,5,Brakes,0,1:37.249,214.965
19,suzuka,ricciardo,renault,16,Disqualified,0,1:33.481,223.630
20,suzuka,hulkenberg,renault,15,Disqualified,0,1:34.921,220.237
1,indianapolis,michael_schumacher,ferrari,1,Finished,0,1:12.719,207.527
2,indianapolis,massa,ferrari,2,Finished,0,1:12.954,206.859
3,indianapolis,fisichella,renault,3,Finished,0,1:13.131,206.358
4,indianapolis,trulli,toyota,22,Finished,0,1:13.269,205.969
5,indianapolis,alonso,renault,5,Finished,0,1:13.316,205.837
6,indianapolis,barrichello,honda,4,Finished,0,1:13.611,205.012
7,indianapolis,coulthard,red_bull,17,Finished,0,1:14.730,201.942
8,indianapolis,liuzzi,toro_rosso,20,Finished,0,1:14.286,203.149
9,indianapolis,rosberg,williams,21,Finished,0,1:14.707,202.005
10,indianapolis,ralf_schumacher,toyota,8,Finished,0,1:13.225,206.093
11,indianapolis,albers,mf1,14,Transmission,0,1:14.731,201.940
12,indianapolis,villeneuve,bmw_sauber,6,Engine,0,1:13.934,204.117
13,indianapolis,monteiro,mf1,15,Accident,0,1:22.036,183.958
14,indianapolis,sato,super_aguri,18,Accident,0,1:43.802,145.384
15,indianapolis,button,honda,7,Accident,0,2:04.692,121.027
16,indianapolis,raikkonen,mclaren,9,Accident,1,300,0
17,indianapolis,heidfeld,bmw_sauber,10,Accident,1,300,0
18,indianapolis,montoya,mclaren,11,Accident,1,300,0
19,indianapolis,webber,williams,12,Accident,1,300,0
20,indianapolis,speed,toro_rosso,13,Accident,1,300,0
21,indianapolis,klien,red_bull,16,Accident,1,300,0
22,indianapolis,montagny,super_aguri,19,Accident,1,300,0
1,miami,max_verstappen,red_bull,9,Finished,0,1:29.708,217.184
2,miami,perez,red_bull,1,Finished,0,1:30.560,215.141
3,miami,alonso,aston_martin,2,Finished,0,1:30.519,215.238
4,miami,russell,mercedes,6,Finished,0,1:31.015,214.065
5,miami,sainz,ferrari,3,Finished,0,1:31.362,213.252
6,miami,hamilton,mercedes,13,Finished,0,1:30.669,214.882
7,miami,leclerc,ferrari,7,Finished,0,1:31.434,213.084
8,miami,gasly,alpine,5,Finished,0,1:31.971,211.840
9,miami,ocon,alpine,8,Finished,0,1:31.143,213.765
10,miami,kevin_magnussen,haas,4,Finished,0,1:31.691,212.487
11,miami,tsunoda,alphatauri,17,Finished,0,1:31.038,214.011
12,miami,stroll,aston_martin,18,Finished,0,1:30.862,214.426
13,miami,bottas,alfa,10,Finished,0,1:31.838,212.147
14,miami,albon,williams,11,Finished,0,1:31.852,212.115
15,miami,hulkenberg,haas,12,Finished,0,1:30.901,214.334
16,miami,zhou,alfa,14,Finished,0,1:31.736,212.383
17,miami,norris,mclaren,16,Finished,0,1:32.401,210.854
18,miami,de_vries,alphatauri,15,Finished,0,1:31.562,212.786
19,miami,piastri,mclaren,19,Finished,0,1:32.006,211.760
20,miami,sargeant,williams,20,Finished,0,1:32.384,210.893
1,villeneuve,ricciardo,red_bull,6,Finished,0,1:18.640,199.638
2,villeneuve,rosberg,mercedes,1,Finished,0,1:18.881,199.028
3,villeneuve,vettel,red_bull,3,Finished,0,1:19.171,198.299
4,villeneuve,button,mclaren,9,Finished,0,1:18.759,199.337
5,villeneuve,hulkenberg,force_india,11,Finished,0,1:18.936,198.890
6,villeneuve,alonso,ferrari,7,Finished,0,1:18.614,199.704
7,villeneuve,bottas,williams,4,Finished,0,1:19.321,197.924
8,villeneuve,vergne,toro_rosso,8,Finished,0,1:19.399,197.730
9,villeneuve,kevin_magnussen,mclaren,12,Finished,0,1:18.819,199.185
10,villeneuve,raikkonen,ferrari,10,Finished,0,1:18.529,199.921
11,villeneuve,perez,force_india,13,Collision,0,1:19.491,197.501
12,villeneuve,massa,williams,5,Collision,0,1:18.504,199.984
13,villeneuve,sutil,sauber,16,Finished,0,1:20.226,195.692
14,villeneuve,gutierrez,sauber,22,ERS,0,1:20.112,195.970
15,villeneuve,grosjean,lotus_f1,14,Rear wing,0,1:19.650,197.107
16,villeneuve,kvyat,toro_rosso,15,Drivetrain,0,1:19.978,196.298
17,villeneuve,hamilton,mercedes,2,Brakes,0,1:18.942,198.875
18,villeneuve,kobayashi,caterham,21,Suspension,0,1:23.130,188.856
19,villeneuve,maldonado,lotus_f1,17,Power Unit,0,1:21.514,192.600
20,villeneuve,ericsson,caterham,20,Turbo,0,1:51.041,141.385
21,villeneuve,chilton,marussia,18,Collision,1,300,0
22,villeneuve,jules_bianchi,marussia,19,Collision,1,300,0
1,silverstone,hamilton,mclaren,4,Finished,0,1:32.817,199.398
2,silverstone,heidfeld,bmw_sauber,5,Finished,0,1:32.719,199.609
3,silverstone,barrichello,honda,16,Finished,0,1:33.386,198.183
4,silverstone,raikkonen,ferrari,3,Finished,0,1:32.150,200.842
5,silverstone,kovalainen,mclaren,1,Finished,0,1:33.130,198.728
6,silverstone,alonso,renault,6,Finished,0,1:33.133,198.722
7,silverstone,trulli,toyota,14,Finished,0,1:33.808,197.292
8,silverstone,nakajima,williams,15,Finished,0,1:34.277,196.310
9,silverstone,rosberg,williams,20,Finished,0,1:34.797,195.234
10,silverstone,webber,red_bull,2,Finished,0,1:32.952,199.109
11,silverstone,bourdais,toro_rosso,13,Finished,0,1:33.367,198.224
12,silverstone,glock,toyota,12,Finished,0,1:34.610,195.619
13,silverstone,massa,ferrari,9,Finished,0,1:33.257,198.458
14,silverstone,kubica,bmw_sauber,10,Spun off,0,1:33.539,197.859
15,silverstone,button,honda,17,Spun off,0,1:33.376,198.205
16,silverstone,piquet_jr,renault,7,Spun off,0,1:33.203,198.573
17,silverstone,fisichella,force_india,19,Spun off,0,1:34.930,194.960
18,silverstone,sutil,force_india,18,Spun off,0,1:38.160,188.545
19,silverstone,vettel,toro_rosso,8,Collision,1,300,0
20,silverstone,coulthard,red_bull,11,Collision,1,300,0
1,zandvoort,max_verstappen,red_bull,1,Finished,0,1:13.652,208.173
2,zandvoort,russell,mercedes,6,Finished,0,1:13.671,208.119
3,zandvoort,leclerc,ferrari,2,Finished,0,1:14.413,206.044
4,zandvoort,hamilton,mercedes,4,Finished,0,1:13.854,207.604
5,zandvoort,perez,red_bull,5,Finished,0,1:14.404,206.069
6,zandvoort,alonso,alpine,13,Finished,0,1:14.144,206.792
7,zandvoort,norris,mclaren,7,Finished,0,1:14.706,205.236
8,zandvoort,sainz,ferrari,3,Finished,0,1:14.643,205.409
9,zandvoort,ocon,alpine,12,Finished,0,1:15.084,204.203
10,zandvoort,stroll,aston_martin,10,Finished,0,1:15.043,204.314
11,zandvoort,gasly,alphatauri,11,Finished,0,1:15.165,203.983
12,zandvoort,albon,williams,15,Finished,0,1:15.534,202.986
13,zandvoort,mick_schumacher,haas,8,Finished,0,1:15.233,203.798
14,zandvoort,vettel,aston_martin,19,Finished,0,1:14.862,204.808
15,zandvoort,kevin_magnussen,haas,18,Finished,0,1:15.369,203.431
16,zandvoort,zhou,alfa,14,Finished,0,1:15.940,201.901
17,zandvoort,ricciardo,mclaren,17,Finished,0,1:15.577,202.871
18,zandvoort,latifi,williams,20,Finished,0,1:16.066,201.567
19,zandvoort,bottas,alfa,16,Engine,0,1:16.844,199.526
20,zandvoort,tsunoda,alphatauri,9,Differential,0,1:17.138,198.765
1,monza,vettel,toro_rosso,1,Finished,0,1:30.510,230.414
2,monza,kovalainen,mclaren,2,Finished,0,1:30.300,230.950
3,monza,kubica,bmw_sauber,11,Finished,0,1:30.298,230.955
4,monza,alonso,renault,8,Finished,0,1:29.961,231.820
5,monza,heidfeld,bmw_sauber,10,Finished,0,1:29.807,232.217
6,monza,massa,ferrari,6,Finished,0,1:29.696,232.505
7,monza,hamilton,mclaren,15,Finished,0,1:29.721,232.440
8,monza,webber,red_bull,3,Finished,0,1:29.681,232.544
9,monza,raikkonen,ferrari,14,Finished,0,1:28.047,236.859
10,monza,piquet_jr,renault,17,Finished,0,1:30.918,229.380
11,monza,glock,toyota,9,Finished,0,1:29.948,231.853
12,monza,nakajima,williams,18,Finished,0,1:30.215,231.167
13,monza,trulli,toyota,7,Finished,0,1:30.853,229.544
14,monza,rosberg,williams,5,Finished,0,1:30.019,231.671
15,monza,button,honda,19,Finished,0,1:29.827,232.166
16,monza,coulthard,red_bull,13,Finished,0,1:32.459,225.557
17,monza,barrichello,honda,16,Finished,0,1:33.918,222.053
18,monza,bourdais,toro_rosso,4,Finished,0,1:29.258,233.646
19,monza,sutil,force_india,20,Finished,0,1:33.458,223.146
20,monza,fisichella,force_india,12,Accident,0,1:37.304,214.326
1,interlagos,hamilton,mercedes,1,Finished,0,1:25.639,181.137
2,interlagos,rosberg,mercedes,2,Finished,0,1:26.222,179.912
3,interlagos,max_verstappen,red_bull,4,Finished,0,1:25.305,181.846
4,interlagos,perez,force_india,9,Finished,0,1:27.093,178.113
5,interlagos,vettel,ferrari,5,Finished,0,1:26.195,179.968
6,interlagos,sainz,toro_rosso,15,Finished,0,1:27.153,177.990
7,interlagos,hulkenberg,force_india,8,Finished,0,1:26.728,178.862
8,interlagos,ricciardo,red_bull,6,Finished,0,1:25.532,181.363
9,interlagos,nasr,sauber,21,Finished,0,1:27.547,177.189
10,interlagos,alonso,mclaren,10,Finished,0,1:27.104,178.090
11,interlagos,bottas,williams,11,Finished,0,1:26.062,180.246
12,interlagos,ocon,manor,22,Finished,0,1:27.796,176.686
13,interlagos,kvyat,toro_rosso,14,Finished,0,1:27.476,177.333
14,interlagos,kevin_magnussen,renault,18,Finished,0,1:26.524,179.284
15,interlagos,wehrlein,manor,19,Finished,0,1:27.919,176.439
16,interlagos,button,mclaren,17,Finished,0,1:26.983,178.338
17,interlagos,gutierrez,haas,12,Retired,0,1:27.805,176.668
18,interlagos,massa,williams,13,Collision,0,1:26.767,178.782
19,interlagos,jolyon_palmer,renault,16,Collision damage,0,1:34.334,164.441
20,interlagos,raikkonen,ferrari,3,Collision,0,1:28.847,174.596
21,interlagos,ericsson,sauber,20,Collision,0,1:31.265,169.970
22,interlagos,grosjean,haas,7,Withdrew,1,300,0
1,silverstone,michael_schumacher,ferrari,4,Finished,0,1:18.739,235.049
2,silverstone,raikkonen,mclaren,1,Finished,0,1:19.554,232.641
3,silverstone,barrichello,ferrari,2,Finished,0,1:19.296,233.398
4,silverstone,button,bar,3,Finished,0,1:19.488,232.835
5,silverstone,montoya,williams,7,Finished,0,1:19.968,231.437
6,silverstone,fisichella,sauber,20,Finished,0,1:19.813,231.887
7,silverstone,coulthard,mclaren,6,Finished,0,1:20.547,229.773
8,silverstone,webber,jaguar,9,Finished,0,1:20.768,229.145
9,silverstone,massa,sauber,10,Finished,0,1:20.484,229.953
10,silverstone,alonso,renault,16,Finished,0,1:20.442,230.073
11,silverstone,sato,bar,8,Finished,0,1:20.790,229.082
12,silverstone,gene,williams,11,Finished,0,1:20.434,230.096
13,silverstone,matta,toyota,12,Finished,0,1:20.768,229.145
14,silverstone,klien,jaguar,13,Finished,0,1:20.956,228.613
15,silverstone,heidfeld,jordan,15,Finished,0,1:21.720,226.475
16,silverstone,bruni,minardi,18,Finished,0,1:24.296,219.554
17,silverstone,pantano,jordan,14,Spun off,0,1:22.146,225.301
18,silverstone,trulli,renault,5,Accident,0,1:20.655,229.466
19,silverstone,baumgartner,minardi,19,Engine,0,1:24.317,219.500
20,silverstone,panis,toyota,17,Accident,0,1:23.131,222.631
1,monza,hamilton,mercedes,1,Finished,0,1:23.488,249.793
2,monza,bottas,mercedes,4,Finished,0,1:23.488,249.095
3,monza,vettel,ferrari,6,Finished,0,1:23.897,248.576
4,monza,ricciardo,red_bull,16,Finished,0,1:23.361,250.174
5,monza,raikkonen,ferrari,5,Finished,0,1:25.054,245.194
6,monza,ocon,force_india,3,Finished,0,1:25.054,243.482
7,monza,stroll,williams,2,Finished,0,1:25.625,243.559
8,monza,massa,williams,7,Finished,0,1:25.477,243.981
9,monza,perez,force_india,10,Finished,0,1:24.968,245.442
10,monza,max_verstappen,red_bull,13,Finished,0,1:24.351,247.238
11,monza,kevin_magnussen,haas,9,Finished,0,1:26.037,242.393
12,monza,kvyat,toro_rosso,8,Finished,0,1:25.894,242.796
13,monza,hulkenberg,renault,14,Finished,0,1:26.131,242.128
14,monza,sainz,toro_rosso,15,Finished,0,1:26.210,241.906
15,monza,grosjean,haas,20,Finished,0,1:25.020,245.292
16,monza,wehrlein,sauber,12,Finished,0,1:26.547,240.965
17,monza,alonso,mclaren,19,Gearbox,0,1:25.871,242.861
18,monza,ericsson,sauber,11,Gearbox,0,1:27.663,237.897
19,monza,vandoorne,mclaren,18,Engine,0,1:26.912,239.953
20,monza,jolyon_palmer,renault,17,Engine,0,1:25.752,243.198
1,marina_bay,hamilton,mercedes,1,Finished,0,1:50.417,165.137
2,marina_bay,vettel,red_bull,4,Finished,0,1:52.519,162.052
3,marina_bay,ricciardo,red_bull,3,Finished,0,1:52.569,161.980
4,marina_bay,alonso,ferrari,5,Finished,0,1:52.115,162.636
5,marina_bay,massa,williams,6,Finished,0,1:53.283,160.959
6,marina_bay,vergne,toro_rosso,12,Finished,0,1:51.937,162.895
7,marina_bay,perez,force_india,15,Finished,0,1:52.007,162.793
8,marina_bay,raikkonen,ferrari,7,Finished,0,1:52.872,161.545
9,marina_bay,hulkenberg,force_india,13,Finished,0,1:52.762,161.703
10,marina_bay,kevin_magnussen,mclaren,9,Finished,0,1:51.639,163.330
11,marina_bay,bottas,williams,8,Finished,0,1:52.515,162.058
12,marina_bay,maldonado,lotus_f1,18,Finished,0,1:53.213,161.059
13,marina_bay,grosjean,lotus_f1,16,Finished,0,1:53.543,160.591
14,marina_bay,kvyat,toro_rosso,10,Finished,0,1:51.761,163.151
15,marina_bay,ericsson,caterham,22,Finished,0,1:55.416,157.985
16,marina_bay,jules_bianchi,marussia,19,Finished,0,1:53.538,160.598
17,marina_bay,chilton,marussia,21,Finished,0,1:53.807,160.218
18,marina_bay,button,mclaren,11,Retired,0,1:53.707,160.359
19,marina_bay,sutil,sauber,17,Water pressure,0,1:53.948,160.020
20,marina_bay,gutierrez,sauber,14,Electrical,0,1:55.684,157.619
21,marina_bay,rosberg,mercedes,2,Electrical,0,1:56.769,156.154
22,marina_bay,kobayashi,caterham,20,Power Unit,1,300,0
